Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Faroe Islands,FRO,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Faroe Islands,FRO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.1,41.8,40.7,40.9,39.6,40.3,40.6,40.9,41,40.1,39.6,39.3,39,38.8,38.7,38.5,38.3,38.1,37.9,37.7,..,..,..,..
Fiji,FJI,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,118.7,..,..,..,..
Fiji,FJI,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.8,..,..,..,..
Fiji,FJI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,355.258,354.119,346.812,340.837,335.187,326.885,326.776,320.979,323.087,334.877,333.749,334.45,338.626,356.357,343.453,343.017,344.428,341.182,338.531,329.081,336.461,338.572,340.434,333.133,323.874,312.065,313.107,310.593,308.211,306.043,302.98,301.613,298.177,296.141,294.416,291.993,290.282,288.716,286.851,285.42,294.554,293.133,304.856,293.2,286.732,282.011,275.542,274.774,272.757,269.125,264.011,260.513,256.419,259.781,259.844,270.839,256.585,245.053,242.047,238.493,235.5,244.298,240.041,..
Fiji,FJI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,312.21,296.282,281.178,270.958,257.179,250.383,243.932,239.127,234.194,236.247,234.222,233.445,232.387,245.706,240.041,238.049,236.262,233.597,231.663,226.821,236.516,241.69,242.781,233.582,224.008,213.442,208.602,206.622,204.085,203.548,201.566,200.485,199.447,198.939,196.64,195.257,194.477,195.089,191.418,190.585,198.724,199.977,210.564,205.294,202.696,200.114,198.127,199.134,196.772,193.759,190.686,187.024,188.096,188.953,189.179,195.036,190.714,182.922,181.906,180.315,179.223,189.249,176.54,..
Fiji,FJI,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,58.7,56.4,54.3,52.3,50.4,48.7,47.3,46.1,45.3,44.6,44.2,43.9,43.7,43.5,43,42.4,41.4,40.2,38.8,37.3,35.8,34.2,32.8,31.4,30.2,29.1,28,27,26,25.1,24.3,23.4,22.7,22,21.3,20.8,20.3,19.9,19.6,19.4,19.3,19.2,19.3,19.4,19.6,19.8,19.9,19.9,19.7,19.3,18.9,18.4,18.1,17.9,17.9,18.2,18.7,19.5,20.5,21.6,22.6,23.3,23.6,..
Fiji,FJI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,79.2,75.6,72.2,69.1,66.2,63.6,61.4,59.7,58.4,57.5,56.9,56.5,56.1,55.8,55.1,54.2,52.8,51.1,49,46.9,44.7,42.5,40.5,38.6,36.9,35.4,33.9,32.6,31.3,30.2,29,28,26.9,26,25.2,24.5,23.9,23.5,23.1,22.8,22.6,22.6,22.6,22.8,23,23.3,23.4,23.4,23.2,22.7,22.2,21.6,21.2,21,21,21.3,22,22.9,24.2,25.5,26.8,27.7,28.2,..
Fiji,FJI,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.6,10.4,10.1,9.7,9.4,9.5,9.2,9.4,9.6,9.7,9.6,9.8,10,10,9.7,9.4,9.4,9.3,9.1,9,..,..,..,..
Fiji,FJI,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.42441177,2.90547299,2.98349524,2.97298193,3.25768542,3.25656676,3.34798193,3.41514993,3.18467116,3.53587627,3.41664124,3.14293504,3.2655499,3.20040679,3.36860466,3.32468939,3.27979708,3.18689561,4.10572624,4.25136137,4.76918268,5.38085365,..,..
Fiji,FJI,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.03528595,62.10351181,70.07132721,86.89743042,111.04244995,121.23509216,127.42844391,141.43360901,135.50376892,121.84300232,128.39637756,141.65603638,154.21617126,159.02124023,178.70599365,169.72981262,176.06861877,185.6439209,249.3664856,253.74330139,231.98277283,250.02554321,..,..
Fiji,FJI,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,211.406046267758,185.336665340604,197.542789255211,201.079638615993,236.030466710659,243.168374419517,260.001932363865,267.594712963047,253.171155066786,277.572331268613,278.26250805573,267.416780019503,296.889460866119,313.287940252206,361.728460208664,390.815716704807,393.553697187308,408.626207037725,559.59781323256,586.71592407599,551.687971080129,612.377038734111,..,..
Finland,FIN,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.7,13.8,13.6,13.4,13.4,13,12.5,12.5,12.2,12.2,12,11.7,11.4,11.1,10.6,10.6,10.4,10.3,10,9.6,..,..,..,..
Finland,FIN,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.4,..,..,..,..
Finland,FIN,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8,..,..,..,..
Finland,FIN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,254.083,255.175,262.441,261.564,258.377,265.116,256.956,257.265,259.429,266.892,253.924,263.342,250.961,244.629,248.947,234.771,235.879,233.883,221.575,215.752,204.126,203.725,195.301,188.479,187.903,189.038,189.024,182.906,188.015,184.473,183.067,175.568,168.724,162.809,154.649,156.228,153.78,150.892,148.682,145.398,144.431,137.82,133.525,134.905,136.514,137.234,132.326,133.39,129.197,123.904,120.426,115.107,107.877,104.868,98.834,94.538,94.85,90.175,89.882,87.746,91.947,86.89,86.489,..
Finland,FIN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,117.063,118.099,118.241,115.085,111.877,109.036,107.736,103.969,104.816,107.602,99.592,98.06,93.626,88.67,91.529,90.663,89.123,81.122,78.746,79.011,73.873,71.336,70.352,74.81,67.276,68.298,71.06,71.548,71.073,70.55,70.355,68.373,68.134,66.596,63.005,65.153,60.845,62.851,62.151,61.08,63.322,59.853,60.744,57.94,61.1,62.699,57.272,56.788,56.723,55.862,53.674,50.994,50.791,48.344,45.05,43.601,43.095,44.881,44.169,43.306,42.311,42.851,44.67,..
Finland,FIN,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,22,20.6,19.5,18.4,17.4,16.6,15.8,15.1,14.4,13.8,13.2,12.6,12,11.4,10.7,10.1,9.4,8.7,8.1,7.6,7.1,6.8,6.5,6.3,6.1,6,6,5.9,5.8,5.7,5.5,5.3,5,4.7,4.5,4.2,4.1,3.9,3.7,3.6,3.5,3.4,3.3,3.3,3.2,3.1,3,2.8,2.7,2.6,2.5,2.3,2.2,2.2,2.1,2,2,1.9,1.9,1.9,1.9,1.9,1.9,..
Finland,FIN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,26.8,25.2,23.8,22.5,21.3,20.2,19.2,18.4,17.6,16.8,16.1,15.4,14.6,13.9,13.1,12.3,11.4,10.6,9.9,9.2,8.7,8.2,7.9,7.6,7.4,7.3,7.3,7.2,7.1,6.9,6.7,6.4,6.1,5.8,5.5,5.2,4.9,4.7,4.6,4.4,4.3,4.2,4.1,4,3.9,3.7,3.6,3.5,3.3,3.2,3,2.9,2.7,2.6,2.5,2.5,2.4,2.4,2.4,2.3,2.3,2.3,2.3,..
Finland,FIN,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.3,24.1,22,21.7,21.2,19.9,21,19.7,20.6,20.4,18.6,17.9,17,17.2,15.4,14,15.2,15.9,16.2,15.3,..,..,..,..
Finland,FIN,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Finland,FIN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.09,7.25,7.63,7.94,8.06,8.29,8.28,8.08,8.34,9.16,9.14,9.22,9.59,9.81,9.78,9.65,9.38,9.13,9.05,9.17,9.63,10.25,..,..
Finland,FIN,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1727,1810,2059,2614,3044,3237,3415,3919,4486,4350,4252,4718,4573,4892,4923,4128,4109,4236,4522,4460,4736,5488,..,..
Finland,FIN,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1900,2016,2182,2306,2515,2656,2854,3059,3344,3479,3561,3774,3918,4069,4084,4099,4214,4342,4485,4752,5038,5613,..,..
France,FRA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.1,13.8,13.6,13.4,12.8,12.7,12.4,12.2,12,11.9,11.8,11.5,11.8,11.3,11,11,10.9,10.8,10.7,10.6,..,..,..,..
France,FRA,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,..,..,..
France,FRA,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.4,..,..,..,..
France,FRA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,217.036,214.39,219.341,222.354,212.061,217.854,212.846,213.778,213.054,217.929,204.659,208.877,209.243,206.228,204.52,205.232,207.233,201.006,198.331,198.265,195.909,192.75,191.696,190.313,187.453,185.106,181.793,174.992,172.562,171.342,167.565,165.877,163.67,162.367,159.833,156.392,152.142,146.084,143.194,141.157,138.639,138.186,136.68,134.868,126.87,126.589,123.283,120.77,118.248,118.419,115.675,112.601,109.097,105.322,100.472,101.59,97.921,95.38,94.2,91.761,92.916,93.641,..,..
France,FRA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,115.166,109.188,111.685,112.453,107.276,108.863,105.889,105.465,104.266,106.248,101.134,101.064,100.361,97.165,95.616,95.071,92.711,88.738,88.002,86.13,84.922,82.434,80.834,80.978,78,76.688,75.077,72.87,72.027,70.859,68.981,68.2,67.617,68.135,66.538,65.932,65.4,63.368,62.736,62.113,60.936,60.998,60.634,60.006,57.921,56.754,56.165,54.815,55.022,55.372,53.661,52.563,51.592,50.507,49.309,49.377,48.309,48.266,48.216,47.023,46.883,46.098,..,..
France,FRA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,23.7,22.4,21.4,20.4,19.4,18.6,17.8,17.2,16.5,15.8,15.1,14.3,13.6,13.1,12.7,12.3,11.8,11.4,10.9,10.5,10.1,9.8,9.4,9.1,8.8,8.5,8.3,8.1,7.9,7.7,7.5,7.1,6.7,6.2,5.7,5.3,4.9,4.6,4.4,4.3,4.1,3.9,3.7,3.6,3.4,3.3,3.3,3.2,3.2,3.1,3.1,3.1,3.1,3.1,3.1,3.2,3.3,3.3,3.3,3.3,3.3,3.3,3.3,..
France,FRA,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,28.5,27,25.7,24.5,23.3,22.3,21.4,20.6,19.9,19.1,18.2,17.4,16.6,16,15.4,15,14.4,13.9,13.4,12.8,12.3,11.9,11.5,11.1,10.7,10.4,10.1,9.8,9.6,9.3,9,8.6,8.1,7.5,7,6.5,6.1,5.8,5.6,5.5,5.4,5.3,5.1,4.9,4.8,4.6,4.5,4.4,4.4,4.3,4.2,4.2,4.1,4.1,4.1,4.2,4.2,4.2,4.3,4.2,4.2,4.1,4.1,..
France,FRA,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.2,19.5,19.8,20.1,19.5,19.1,18.5,17.9,18.2,18.4,18.2,18,17.8,17,15.6,15.8,14.9,14.6,14.2,13.8,..,..,..,..
France,FRA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.028,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
France,FRA,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.58447742,9.7056284,10.02218628,10.08283424,10.16429329,10.2148447,10.38566494,10.31564426,10.50084686,11.28756237,11.22560215,11.18497562,11.29740047,11.39603043,11.53937244,11.44817352,11.47060013,11.35469437,11.20798969,11.0888586,12.13096142,12.30787277,..,..
France,FRA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2161.85302734,2192.71557617,2449.75830078,3006.3059082,3458.62744141,3575.02514648,3811.55175781,4312.31054688,4807.37451172,4737.578125,4592.38330078,4931.87792969,4644.59570313,4884.76660156,4980.81494141,4201.78173828,4256.765625,4410.59912109,4666.97998047,4504.48486328,4755.44042969,5380.875,..,..
France,FRA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2516.3129113744,2685.14140824879,2876.4599113533,2858.2322720388,2973.37635621873,3135.55589858982,3392.74952199381,3540.80954957307,3706.47566857834,3936.05305869012,4053.09178819785,4211.18923584479,4281.72559431568,4531.50037598014,4642.59699222994,4682.91984248056,4930.0436598678,5069.78688558068,5226.19721002876,5617.51648515809,5860.99512123534,6330.46696072828,..,..
French Polynesia,PYF,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,290.765,287.204,284.231,281.54,278.895,276.163,273.265,270.034,266.885,263.754,260.618,257.474,254.28,250.959,247.407,243.066,237.639,231.437,224.562,217.189,206.639,196.282,186.221,174.079,162.754,153.086,143.239,138.104,131.544,128.53,126.57,124.937,121.749,117.338,111.781,105.472,99.137,91.747,86.556,79.727,76.903,75.653,75.27,75.166,75.047,74.635,73.759,72.488,70.081,67.213,64.29,61.428,59.04,57.184,55.848,54.909,53.938,52.993,51.848,50.441,49.364,74.667,47.312,..
French Polynesia,PYF,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,244.352,240.95,237.963,235.11,232.209,229.168,225.876,222.796,220.026,217.505,215.162,212.911,210.606,208.091,205.236,201.229,196.21,190.379,183.9,176.377,166.913,157.758,147.98,138.18,127.042,116.566,107.677,103.942,97.31,93.585,91.368,89.497,87.116,83.729,79.284,72.582,64.553,57.711,54.04,47.581,45.436,44.644,44.564,44.675,44.724,44.476,43.795,42.48,40.864,39.029,37.312,35.395,33.935,32.832,32.072,31.523,31.08,30.648,30.083,29.348,28.452,44.127,28.126,..
French Polynesia,PYF,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Suicide mortality rate (per 100,000 population)",SH.STA.SUIC.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
French Polynesia,PYF,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Gabon,GAB,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)",SH.DYN.NCOM.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,29.5,28,27.9,26.4,26.7,27.3,26.6,27.5,26.3,25.8,25.7,23.2,22.4,24.3,24.1,23.5,22.6,22.2,21.3,..,..,..,..
Gabon,GAB,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",SH.STA.AIRP.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.3,..,..,..,..
Gabon,GAB,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.5,..,..,..,..
Gabon,GAB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,402.961,397.343,392.742,387.553,387.258,377.652,373.328,370.602,366.215,364.182,357.023,352.305,348.336,347.519,343.586,340.495,336.218,331.229,326.931,324.734,320.745,320.826,317.37,311.099,309.388,304.773,299.07,298.675,296.865,293.18,292.782,292.396,285.799,285.637,285.357,287.561,290.725,292.179,287.064,289.73,292.688,288.907,292.417,292.622,290.557,293.051,290.041,290.296,289.413,293.253,285.536,291.846,286.151,287.784,288.782,284.023,278.609,280.328,279.043,269.162,270.109,285.584,287.564,..
Gabon,GAB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,345.817,342.043,339.175,334.693,327.502,322.536,318.146,314.615,311.197,306.747,302.307,299.697,295.177,291.63,287.81,284.627,281.074,274.416,266.711,265.03,263.952,260.384,263.425,257.971,257.716,252.791,252.467,249.993,254.828,253.068,258.192,260.345,264.399,260.294,264.366,266.248,269.982,270.993,274.498,273.419,265.526,265.727,268.472,258.011,260.265,261.087,251.689,249.112,237.185,234.296,221.759,221.205,210.002,208.763,207.845,199.247,200.959,188.6,189.731,190.405,181.631,191.839,193.488,..
Gabon,GAB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,..,..,..,..,117.8,114.4,111.3,108.3,105.3,102.6,99.9,97.1,94.5,91.9,89.3,86.9,84.5,82.1,79.8,77.5,75.4,73.3,71.3,69.4,67.6,66,64.5,63.2,62,61,60.1,59.3,58.7,58.1,57.7,57.3,56.8,56.2,55.6,54.7,53.6,52.5,51.4,50.2,48.9,47.7,46.6,45.1,43.9,43,41.5,40.1,38.8,37.5,36.6,35.4,34.1,33.4,32.4,31.2,29.9,29.5,28.8,..
